Topic,Region,Country,Name,Year,TotPop1000,ToTArea,Incomes,Subregion,Domain,ITTO,COMIFAC,FOREUR,Montreal,UNECE,Forest,TSFor,TTFor,Forchange,ForPerc,PerCapFor,NatFor,Nfchange,OthWooLan,TSOthWooLan,TTOthWooLan,OthLan,LanTreCov,InWater,Landarea,ForExp,TSForExp,TTForExp, Afforest,NatForExp,Deforest,TSDeforest,TTDeforest,HumDef,Reforest,TSReforest,TTReforest,ArtRef,PrimFor,TSPrimFor,TTPrimFor,NatRegFor,TSNatRegFor,TTNatRegFor,IntroSpp,NatzedSpp,PlantFor,TSPlantFor,TTPlantFor,Pfchange,IntroSppPlant,Mangrove,TSMangrove,TTMangrove,PlantMan
1,AS,PSE,West Bank,2005,3559.856,602,,WCAsia,SubTrp,no,no,no,no,no,9.17,1,1,,1.523256,0.002576,,,0,1,1,592.83,,0,602,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,0,3,3,0
1,AS,PSE,West Bank,2010,4012.88,602,,WCAsia,SubTrp,no,no,no,no,no,9.17,1,1,,1.523256,0.002285,,,0,1,1,592.83,,0,602,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,0,3,3,0
1,AS,PSE,West Bank,2015,4644.860552,602,,WCAsia,SubTrp,no,no,no,no,no,9.17,1,1,,1.523256,0.001974,,,0,1,1,592.83,,0,602,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,0,3,3,0
1,AS,PSE,West Bank,9999,,,,WCAsia,SubTrp,no,no,no,no,no,9.17,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,3,3,
1,OCE,PYF,French Polynesia,1990,198.37,400,H,OCE,Trp,no,no,no,no,no,55,1,1,,15.027322,0.27726,,,0,1,1,311,0,34,366,5,1,1,0,5,0,1,1,,0,1,1,0,,1,1,,1,1,,,,1,1,,,,,,
1,OCE,PYF,French Polynesia,2000,237.267,400,H,OCE,Trp,no,no,no,no,no,105,1,1,,28.688525,0.442539,,,0,1,1,261,,34,366,5,1,1,0,5,0,1,1,,0,1,1,0,,1,1,,1,1,,,9,1,1,,,,,,
1,OCE,PYF,French Polynesia,2005,254.884,400,H,OCE,Trp,no,no,no,no,no,130,1,1,,35.519126,0.510036,121,,0,1,1,236,,34,366,5,1,1,0,5,0,1,1,,0,1,1,0,40,1,1,81,1,1,,,9,1,1,0,,,,,
1,OCE,PYF,French Polynesia,2010,268.065,400,H,OCE,Trp,no,no,no,no,no,155,1,1,,42.349727,0.578218,145,24,0,1,1,211,50,34,366,0,1,1,0,0,0,1,1,,0,1,1,0,40,1,1,105,1,1,,,10,1,1,1,,,,,
1,OCE,PYF,French Polynesia,2015,285.3797646,400,H,OCE,Trp,no,no,no,no,no,155,1,1,,42.349727,0.543136,145,0,0,1,1,211,50,34,366,,1,1,,,,1,1,,,1,1,,40,1,1,105,1,1,,,10,1,1,0,,,,,
1,OCE,PYF,French Polynesia,9999,,,,OCE,Trp,no,no,no,no,no,155,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,,,
1,AS,QAT,Qatar,1990,476.517,"1,100.00",H,WCAsia,SubTrp,no,no,no,no,no,0,1,1,,0,0,0,,0.5,1,1,1099.5,,0,"1,100.00",0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,,0,0.5,1,1,
1,AS,QAT,Qatar,2000,593.693,"1,100.00",H,WCAsia,SubTrp,no,no,no,no,no,0,1,1,,0,0,0,0,0.5,1,1,1099.5,,0,"1,100.00",0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0.5,1,1,
1,AS,QAT,Qatar,2005,821.159,"1,100.00",H,WCAsia,SubTrp,no,no,no,no,no,0,1,1,,0,0,0,0,0.5,1,1,1099.5,,0,"1,100.00",0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0.5,1,1,
1,AS,QAT,Qatar,2010,1749.713,"1,100.00",H,WCAsia,SubTrp,no,no,no,no,no,0,1,1,,0,0,0,0,0.5,1,1,1099.5,,0,"1,100.00",0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0.5,1,1,
1,AS,QAT,Qatar,2015,2031.907273,"1,100.00",H,WCAsia,SubTrp,no,no,no,no,no,0,1,1,,0,0,0,0,0.5,1,1,1099.5,,0,"1,100.00",,1,1,,,,1,1,,,1,1,,0,1,1,0,1,1,0,0,0,1,1,0,0,0.5,1,1,
1,AS,QAT,Qatar,9999,,,,WCAsia,SubTrp,no,no,no,no,no,0,1,1,,,,0,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,1,1,
1,AFR,REU,Réunion,1990,610.582,251,,ESAfr,Trp,no,no,no,no,no,87,1,1,,45.07772,0.142487,82,,57,1,1,106,,1,250,,1,1,0,,,1,1,,0,1,1,,55,1,1,27,1,1,2,,5,1,1,,5,0,1,1,
1,AFR,REU,Réunion,2000,736.091,251,,ESAfr,Trp,no,no,no,no,no,87,1,1,0,44.387755,0.118192,82,0,54,1,1,109,,1,250,,1,1,0,,,1,1,,0.045,1,1,0.045,55,1,1,27,1,1,3,,5,1,1,0,5,0,1,1,
1,AFR,REU,Réunion,2005,790.983,251,,ESAfr,Trp,no,no,no,no,no,85,1,1,-2,43.367347,0.107461,80,-2,54,1,1,111,,1,250,0.5,1,1,0,0.5,,1,1,,0.045,1,1,0.045,55,1,1,25,1,1,6,,5,1,1,0,5,0,1,1,
1,AFR,REU,Réunion,2010,844.579,251,,ESAfr,Trp,no,no,no,no,no,88,1,1,3,44.221106,0.104194,83,3,51,1,1,111,,1,250,0,1,1,0,,0.5,1,1,0.5,0,1,1,0,55,1,1,28,1,1,8,,5,1,1,0,4,0,1,1,
1,AFR,REU,Réunion,2015,894.2461103,251,,ESAfr,Trp,no,no,no,no,no,88,1,1,0,44.221106,0.098407,83,0,51,1,1,111,,1,250,,1,1,,,,1,1,,,1,1,,55,1,1,28,1,1,8,,5,1,1,0,4,0,1,1,0
1,AFR,REU,Réunion,9999,,,,ESAfr,Trp,no,no,no,no,no,88,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,1,1,
1,EU,ROU,Romania,1990,23372.101,"23,839.00",UM,Europe,Temp,no,no,yes,no,yes,6371,3,3,,28.085876,0.27259,5843,,314,3,3,16313,,841,"22,998.00",,3,3,4.82,,,3,3,,19,3,3,19,263,1,1,5580,1,1,349,233,528,2,1,,46,0,1,1,0
1,EU,ROU,Romania,2000,22388.354,"23,839.00",UM,Europe,Temp,no,no,yes,no,yes,6366,3,3,-5,27.965208,0.284344,5838,-5,234,3,3,16398,,841,"22,998.00",,3,3,1.25,,,3,3,,11.84,3,3,11.84,263,1,1,5575,1,1,349,233,528,2,1,0,45,0,1,1,0
1,EU,ROU,Romania,2005,22113.264,"23,839.00",UM,Europe,Temp,no,no,yes,no,yes,6391,3,3,25,28.221319,0.289012,5861,23,352,3,3,16255,,841,"22,998.00",,3,3,3.99,,,3,3,,9.91,3,3,9.91,264,1,1,5597,1,1,350,234,530,2,1,2,46,0,1,1,0
1,EU,ROU,Romania,2010,21861.476,"23,839.00",UM,Europe,Temp,no,no,yes,no,yes,6515,3,3,124,28.826158,0.298013,5975,114,404,3,3,16086,,834,"23,005.00",1.06,3,3,1.04,0.02,,3,3,,23.04,3,3,9.93,269,1,1,5706,1,1,357,238,540,2,1,10,47,0,1,1,0
1,EU,ROU,Romania,2015,21195.04999,"23,839.00",UM,Europe,Temp,no,no,yes,no,yes,6861,3,3,346,29.945007,0.323708,6292,317,90,3,3,16051,706,837,"23,002.00",,3,3,,,,3,3,,,3,3,,283,1,1,6009,1,1,376,251,569,2,1,29,49,0,1,1,0
1,EU,ROU,Romania,9999,,,UM,Europe,Temp,no,no,yes,no,yes,6861,3,3,,,,,,,3,3,,,,0,,3,3,,,,3,3,,,3,3,,,1,1,,1,1,,,,2,1,,,,1,1,
1,EU,RUS,Russian Federation,1990,148148.752,"1,709,824.00",H,Europe,Bor,no,no,no,yes,yes,808949.9,3,2,,51.751457,5.46039,796298.7,,74989.8,2,2,754194.3,4973,71690,"1,638,134.00",82.1,1,1,82.05,,0,3,3,0,1219.85,3,3,390,241725.7,1,1,554573,3,2,0,0,12651.2,3,3,,,0,3,3,0
1,EU,RUS,Russian Federation,2000,146762.881,"1,709,824.00",H,Europe,Bor,no,no,no,yes,yes,809268.5,3,2,319,51.660028,5.514122,793908.1,-2390.6,71606.6,2,2,757258.9,5823.8,71690,"1,638,134.00",66.71,1,1,23.46,43.25,0,3,3,0,1697.76,3,3,236.2,258130.8,1,1,535777.3,3,2,0,0,15360.4,3,3,2709.2,,0,3,3,0
1,EU,RUS,Russian Federation,2005,143932.966,"1,709,824.00",H,Europe,Bor,no,no,no,yes,yes,808790,3,2,-479,51.680866,5.619213,791827.5,-2080.6,73169.1,2,2,756179.9,5714.6,71685,"1,638,139.00",70.23,1,1,11.91,58.32,0,3,3,0,1057.14,3,3,188.3,255469.8,1,1,536357.7,3,2,0,0,16962.5,3,3,1602.1,63.4,0,3,3,0
1,EU,RUS,Russian Federation,2010,143617.913,"1,709,824.00",H,Europe,Bor,no,no,no,yes,yes,815135.6,3,2,6346,52.174458,5.675724,795522.7,3695.2,75812.1,2,2,747191.3,20363.2,71685,"1,638,139.00",1269.1,1,1,6.6,1262.5,0,3,3,0,1018.7,3,3,170.8,273343,1,1,522179.7,3,2,0,0,19612.9,3,3,2650.4,65.7,0,3,3,0
1,EU,RUS,Russian Federation,2015,141683.1413,"1,709,824.00",H,Europe,Bor,no,no,no,yes,yes,814930.5,3,2,-205,52.146795,5.751782,795089.5,-433.2,74924.6,2,2,747831.9,20328,72137,"1,637,687.00",,1,1,,,,3,3,,,3,3,,272717.6,1,1,522371.9,3,2,0,0,19841,3,3,228.1,65.7,0,3,3,0
1,EU,RUS,Russian Federation,9999,,,H,Europe,Bor,no,no,no,yes,yes,814930.5,3,2,,,,,,,2,2,,,,0,,1,1,,,,3,3,,,3,3,,,1,1,,3,2,,,,3,3,,,,3,3,
1,AFR,RWA,Rwanda,1990,7214.696,"2,634.00",L,WCAfr,Trp,no,yes,no,no,no,318,1,1,,13.874346,0.044077,70,,175,1,1,1974,,167,"2,467.00",,1,1,10.05,,,,,,,,,,7,1,1,63,1,1,,,248,1,1,,,0,1,1,0
1,AFR,RWA,Rwanda,2000,8395.577,"2,634.00",L,WCAfr,Trp,no,yes,no,no,no,344,1,1,26,14.297589,0.040974,62,-8,61,1,1,2062,,167,"2,467.00",,1,1,14.369,,,,,,,,,,7,1,1,55,1,1,,,282,1,1,34,,0,1,1,0
1,AFR,RWA,Rwanda,2005,9429.457,"2,634.00",L,WCAfr,Trp,no,yes,no,no,no,385,1,1,41,16.001663,0.040829,62,0,61,1,1,2021,,167,"2,467.00",,1,1,6.511,,,,,,,,,,7,1,1,55,1,1,,,323,1,1,41,,0,1,1,0
1,AFR,RWA,Rwanda,2010,10836.732,"2,634.00",L,WCAfr,Trp,no,yes,no,no,no,446,1,1,61,18.536991,0.041156,62,0,61,1,1,1960,,167,"2,467.00",,1,1,,,,,,,,,,,7,1,1,55,1,1,,,384,1,1,61,,0,1,1,0
1,AFR,RWA,Rwanda,2015,12297.59765,"2,634.00",L,WCAfr,Trp,no,yes,no,no,no,480,1,1,34,19.950125,0.039032,62,0,61,1,1,1926,,167,"2,467.00",,1,1,,,,,,,,,,,7,1,1,55,1,1,,,418,1,1,34,,0,1,1,0
1,AFR,RWA,Rwanda,9999,,,L,WCAfr,Trp,no,yes,no,no,no,480,1,1,,,,,,,1,1,,,,0,,1,1,,,,,,,,,,,,1,1,,1,1,,,,1,1,,,,1,1,
1,AS,SAU,Saudi Arabia,1990,16206.078,"214,969.00",H,WCAsia,Trp,no,no,no,no,no,977,1,1,,0.456858,0.060286,977,,1117,1,1,212875,0,0,"214,969.00",,,,,,,,,,,1,1,,360,1,1,617,1,1,,,0,1,1,,,158,1,1,
1,AS,SAU,Saudi Arabia,2000,20144.584,"214,969.00",H,WCAsia,Trp,no,no,no,no,no,977,1,1,,0.456858,0.048499,977,0,1117,1,1,212875,0,0,"214,969.00",,,,,,,,,,,1,1,,360,1,1,617,1,1,,,0,1,1,0,,158,1,1,
1,AS,SAU,Saudi Arabia,2005,24690.067,"214,969.00",H,WCAsia,Trp,no,no,no,no,no,977,1,1,,0.456858,0.039571,977,0,1117,1,1,212875,705,0,"214,969.00",,,,0.152,,,,,,0.196,1,1,0.196,360,1,1,617,1,1,,,0,1,1,0,,158,1,1,
1,AS,SAU,Saudi Arabia,2010,27258.387,"214,969.00",H,WCAsia,Trp,no,no,no,no,no,977,1,1,,0.456858,0.035842,977,0,1117,1,1,212875,705,0,"214,969.00",,,,,,,,,,,1,1,,360,1,1,617,1,1,,,0,1,1,0,,158,1,1,
1,AS,SAU,Saudi Arabia,2015,30525.5211,"214,969.00",H,WCAsia,Trp,no,no,no,no,no,977,1,1,,0.456858,0.032006,977,0,1117,1,1,212875,705,0,"214,969.00",,,,,,,,,,,1,1,,360,1,1,617,1,1,,,0,1,1,0,,158,1,1,
1,AS,SAU,Saudi Arabia,9999,,,,WCAsia,Trp,no,no,no,no,no,977,1,1,,,,,,,1,1,,,,0,,,,,,,,,,,1,1,,,1,1,,1,1,,,,1,1,,,,1,1,
1,AFR,SDN,Sudan,1990,20008.804,"187,955.30",LM,NAfr,Trp,no,no,no,no,no,23570.313,1,1,,14.605874,1.177997,18146.3,,25289.737,1,1,137805.262,,1290,"186,665.30",75,1,1,18,57,174.415,1,1,174.415,5424,1,1,5424,1649.922,1,1,16496.391,1,1,,,5424,1,1,,3.7,,1,1,0
1,AFR,SDN,Sudan,2000,27729.798,"187,955.30",LM,NAfr,Trp,no,no,no,no,no,21826.163,1,1,-1744,13.372344,0.787101,16187.2,-1959.2,23446.637,1,1,141392.512,,1290,"186,665.30",70,1,1,16,54,174.415,1,1,174.415,5639,1,1,5424,1527.831,1,1,14659.332,1,1,,,5639,1,1,215,4.919,,1,1,0
1,AFR,SDN,Sudan,2005,31585.871,"187,955.30",LM,NAfr,Trp,no,no,no,no,no,20954.088,1,1,-872,12.765851,0.663401,15100.1,-1087.1,22523.587,1,1,143187.637,,1290,"186,665.30",60,1,1,20,40,174.415,1,1,174.415,5854,1,1,5424,1466.786,1,1,13633.302,1,1,,,5854,1,1,215,7.569,30,1,1,0
1,AFR,SDN,Sudan,2010,35652.002,"187,955.30",LM,NAfr,Trp,no,no,no,no,no,20082.012,1,1,-872,12.16614,0.563279,14141.7,-958.3,21600.537,1,1,144982.763,,1290,"186,665.30",50,1,1,17,33,174.415,1,1,174.415,5940,1,1,5424,1405.741,1,1,12736.001,1,1,,,5940.27,1,1,86.27,10.219,31,1,1,0
1,AFR,SDN,Sudan,2015,49121.85991,"187,955.30",LM,NAfr,Trp,no,no,no,no,no,19209.938,1,1,-872,11.573101,0.391067,13088.9,-1052.836,20677.487,1,1,146777.887,,1290,"186,665.30",,1,1,,,,1,1,,,1,1,,1344.696,1,1,11744.21,1,1,,,6121.032,1,1,180.76,12.869,35,1,1,0
1,AFR,SDN,Sudan,9999,,,LM,NAfr,Trp,no,no,no,no,no,19209.938,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,1,1,
1,AFR,SEN,Senegal,1990,7514.11,"19,672.00",LM,WCAfr,Trp,no,no,no,no,no,9348,2,2,,67.001147,1.24406,9143,,5301,2,2,4604,921,419,"19,253.00",10.764,3,3,7.139,3.625,,3,3,,4.375,3,3,4.375,1759,2,1,7384,2,1,,,205,2,1,,109,145,2,1,
1,AFR,SEN,Senegal,2000,9861.679,"19,672.00",LM,WCAfr,Trp,no,no,no,no,no,8898,2,2,-450,62.874505,0.90228,8592,-551,5101,2,2,5254,1051,419,"19,253.00",11.217,3,3,8.862,2.355,,3,3,,5.431,3,3,5.431,1653,2,1,6939,2,1,,,306,2,1,101,162,127,2,1,
1,AFR,SEN,Senegal,2005,11270.826,"19,672.00",LM,WCAfr,Trp,no,no,no,no,no,8673,2,2,-225,60.854617,0.769509,8266,-326,5001,2,2,5579,1116,419,"19,253.00",20.541,3,3,12.784,7.757,,3,3,,7.835,3,3,7.835,1598,2,1,6668,2,1,,,407,2,1,101,216,115,2,1,
1,AFR,SEN,Senegal,2010,12950.564,"19,672.00",LM,WCAfr,Trp,no,no,no,no,no,8473,2,2,-200,60.856137,0.654257,8009,-257,5330,2,2,5450,1090,419,"19,253.00",32.303,3,3,23.45,8.853,,3,3,,19.061,3,3,19.061,1553,2,1,6456,2,1,,,464,2,1,57,246,102,2,1,23
1,AFR,SEN,Senegal,2015,14157.55482,"19,672.00",LM,WCAfr,Trp,no,no,no,no,no,8273,2,2,-200,59.080197,0.584352,7712,-297,5250,2,2,5730,1230,419,"19,253.00",,3,3,,,,3,3,,,3,3,,1508,2,1,6204,2,1,,,561,2,1,97,278,122,2,1,37
1,AFR,SEN,Senegal,9999,,,,WCAfr,Trp,no,no,no,no,no,8273,2,2,,,,,,,2,2,,,,0,,3,3,,,,3,3,,,3,3,,,2,1,,2,1,,,,2,1,,,,2,1,
1,AS,SGP,Singapore,1990,3016.404,68,H,SSEAsia,Trp,no,no,no,no,no,16.35,3,1,,26.109869,0.00542,16.4,,4.38,2,1,46.27,19.97,1,67,,2,1,,,,2,1,,,2,1,,0.21,3,1,16.14,3,1,,,0,3,1,,0,0.66,3,1,0
1,AS,SGP,Singapore,2000,3918.189,68,H,SSEAsia,Trp,no,no,no,no,no,16.35,3,1,0,26.109869,0.004173,16.4,0,4.38,2,1,46.27,19.97,1,67,,2,1,,,,2,1,,,2,1,,0.21,3,1,16.14,3,1,,,0,3,1,0,0,0.66,3,1,0
1,AS,SGP,Singapore,2005,4495.537,69.9,H,SSEAsia,Trp,no,no,no,no,no,16.35,3,1,0,25.34098,0.003637,16.4,0,4.38,2,1,48.17,19.97,1,68.9,,2,1,,,,2,1,,,2,1,,0.21,3,1,16.14,3,1,,,0,3,1,0,0,0.66,3,1,0
1,AS,SGP,Singapore,2010,5078.969,71,H,SSEAsia,Trp,no,no,no,no,no,16.35,3,1,0,24.916184,0.003219,16.4,0,4.38,2,1,49.27,19.97,1,70,,2,1,,,,2,1,,,2,1,,0.21,3,1,16.14,3,1,,,0,3,1,0,0,0.66,3,1,0
1,AS,SGP,Singapore,2015,5373.481579,71,H,SSEAsia,Trp,no,no,no,no,no,16.35,3,1,0,24.916184,0.003043,16.4,0,4.38,2,1,49.27,19.97,1,70,,2,1,,,,2,1,,,2,1,,0.21,3,1,16.14,3,1,,,0,3,1,0,0,0.66,3,1,0
1,AS,SGP,Singapore,9999,,,,SSEAsia,Trp,no,no,no,no,no,16.35,3,1,,,,,,,2,1,,,,0,,2,1,,,,2,1,,,2,1,,,3,1,,3,1,,,,3,1,,,,3,1,
1,AFR,SHN,Saint Helena,1990,5.531,39,,WCAfr,Trp,no,no,no,no,no,2,1,1,,5.128205,0.361598,0,,0,1,1,37,,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AFR,SHN,Saint Helena,2000,5.113,39,,WCAfr,Trp,no,no,no,no,no,2,1,1,,5.128205,0.39116,0,0,0,1,1,37,,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AFR,SHN,Saint Helena,2005,4.683,39,,WCAfr,Trp,no,no,no,no,no,2,1,1,,5.128205,0.427077,0,0,0,1,1,37,,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AFR,SHN,Saint Helena,2010,4.244,39,,WCAfr,Trp,no,no,no,no,no,2,1,1,,5.128205,0.471254,0,0,0,1,1,37,,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AFR,SHN,Saint Helena,2015,4.244,39,,WCAfr,Trp,no,no,no,no,no,2,1,1,,5.128205,0.471254,0,0,0,1,1,37,,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AFR,SHN,Saint Helena,9999,,,,WCAfr,Trp,no,no,no,no,no,2,1,1,,,,0,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,EU,SJM,Svalbard and Jan Mayen,1990,,"6,140.00",,Europe,Pol,no,no,no,no,no,0,2,2,,0,,0,,0,2,2,6100,0,40,"6,100.00",0,2,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,3,3,0,0,0,3,3,,0,0,3,3,0
1,EU,SJM,Svalbard and Jan Mayen,2000,,"6,140.00",,Europe,Pol,no,no,no,no,no,0,2,2,0,0,,0,0,0,2,2,6100,0,40,"6,100.00",0,2,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,3,3,0,0,0,3,3,0,0,0,3,3,0
1,EU,SJM,Svalbard and Jan Mayen,2005,,"6,140.00",,Europe,Pol,no,no,no,no,no,0,2,2,0,0,,0,0,0,2,2,6100,0,40,"6,100.00",0,2,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,3,3,0,0,0,3,3,0,0,0,3,3,0
1,EU,SJM,Svalbard and Jan Mayen,2010,,"6,140.00",,Europe,Pol,no,no,no,no,no,0,2,2,0,0,,0,0,0,2,2,6100,0,40,"6,100.00",0,2,2,0,0,0,2,2,0,0,2,2,0,0,3,3,0,3,3,0,0,0,3,3,0,0,0,3,3,0
1,EU,SJM,Svalbard and Jan Mayen,2015,,"6,140.00",,Europe,Pol,no,no,no,no,no,0,2,2,0,0,,0,0,0,2,2,6100,0,40,"6,100.00",,2,2,,,,2,2,,,2,2,,0,3,3,0,3,3,0,0,0,3,3,0,0,0,3,3,0
1,EU,SJM,Svalbard and Jan Mayen,9999,,,,Europe,Pol,no,no,no,no,no,0,2,2,,,,0,,,2,2,,,,0,,2,2,,,,2,2,,,2,2,,,3,3,,3,3,,,,3,3,,,,3,3,
1,OCE,SLB,Solomon Islands,1990,311.849,"2,890.00",LM,OCE,Trp,no,no,no,no,no,2324,1,1,,86.042207,7.452325,2279.6,,98,1,1,377,,91,"2,799.00",,1,1,0,0,,1,1,,1,1,1,1,1105.4,1,1,1174.2,1,1,0,,44.4,1,1,,29.3,53,1,1,
1,OCE,SLB,Solomon Islands,2000,412.336,"2,890.00",LM,OCE,Trp,no,no,no,no,no,2268,1,1,,84.093437,5.500369,2240.4,-39.2,102,1,1,429,,91,"2,799.00",,1,1,0,0,,1,1,,1,1,1,1,1105.4,1,1,1135,1,1,0,,27.6,1,1,-16.8,18.2,45.5,1,1,
1,OCE,SLB,Solomon Islands,2005,469.306,"2,890.00",LM,OCE,Trp,no,no,no,no,no,2241,1,1,,83.932584,4.775136,2214.1,-26.3,129,1,1,429,,91,"2,799.00",,1,1,0,0,,1,1,,1,1,1,1,1105.4,1,1,1108.7,1,1,0,,26.9,1,1,-0.7,17.8,41.5,1,1,
1,OCE,SLB,Solomon Islands,2010,526.447,"2,890.00",LM,OCE,Trp,no,no,no,no,no,2213,1,1,,82.883895,4.203652,2186.1,-28,129,1,1,457,,91,"2,799.00",,1,1,0,0,,1,1,,,1,1,,1105.4,1,1,1080.7,1,1,0,,26.9,1,1,0,17.8,37.7,1,1,
1,OCE,SLB,Solomon Islands,2015,608.4141533,"2,890.00",LM,OCE,Trp,no,no,no,no,no,2185,1,1,,81.835206,3.591304,2158.1,-28,129,1,1,485,,91,"2,799.00",,1,1,,,,1,1,,,1,1,,1105.4,1,1,1052.7,1,1,0,,26.9,1,1,0,17.8,33.8,1,1,
1,OCE,SLB,Solomon Islands,9999,,,,OCE,Trp,no,no,no,no,no,2185,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,1,1,
1,AFR,SLE,Sierra Leone,1990,4042.678,"7,174.00",L,WCAfr,Trp,no,no,no,no,no,3118,1,1,,48.184206,0.771271,3111.3,,691,1,1,3353,7,12,"7,162.00",,1,1,0.118,,,1,1,,0.047,1,1,0.047,224,3,3,2887.3,1,1,,,6.7,1,1,,,145,3,3,
1,AFR,SLE,Sierra Leone,2000,4139.757,"7,174.00",L,WCAfr,Trp,no,no,no,no,no,2922,1,1,-196,43.469206,0.705839,2914.1,-197.2,440,1,1,3800,8,12,"7,162.00",,1,1,0,,,1,1,,0,1,1,0,157,3,3,2757.1,1,1,,,7.9,1,1,1.2,,105,3,3,
1,AFR,SLE,Sierra Leone,2005,5119.895,"7,174.00",L,WCAfr,Trp,no,no,no,no,no,2824,1,1,-98,41.238318,0.551574,2812.8,-101.3,314,1,1,4024,9,12,"7,162.00",,1,1,0.673,,,1,1,,0.269,1,1,0.269,133,3,3,2679.8,1,1,,,11.2,1,1,3.3,,100,3,3,
1,AFR,SLE,Sierra Leone,2010,5751.976,"7,174.00",L,WCAfr,Trp,no,no,no,no,no,2726,1,1,-98,39.093647,0.473924,2711.5,-101.3,189,1,1,4247,9,12,"7,162.00",,1,1,,,,1,1,,0.343,1,1,0.343,113,3,3,2598.5,1,1,,,14.5,1,1,3.3,,95,3,3,
1,AFR,SLE,Sierra Leone,2015,6514.344782,"7,174.00",L,WCAfr,Trp,no,no,no,no,no,3044,1,1,318,43.723068,0.467276,2611.3,-100.2,200,1,1,3918,15,12,"7,162.00",,1,1,,,,1,1,,,1,1,,85.2,3,3,2526.1,1,1,,,16.4,1,1,1.9,,83,3,3,
1,AFR,SLE,Sierra Leone,9999,,,L,WCAfr,Trp,no,no,no,no,no,3044,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,3,3,,1,1,,,,1,1,,,,3,3,
1,NCA,SLV,El Salvador,1990,5344.226,"2,104.00",LM,CAmer,Trp,no,no,no,no,no,377,1,1,,20.182013,0.070543,367.1,,204,1,1,1491,180,32,"2,072.00",,1,1,0.256,,,1,1,,,1,1,,4.8,1,1,362.3,1,1,0,,9.9,1,1,,9.6,38.6,1,1,
1,NCA,SLV,El Salvador,2000,5958.794,"2,104.00",LM,CAmer,Trp,no,no,no,no,no,332,1,1,-45,17.773019,0.055716,319.5,-47.6,204,1,1,1536,180,32,"2,072.00",,1,1,0.256,,,1,1,,,1,1,,4.8,1,1,314.7,1,1,0,,12.5,1,1,2.6,11.6,38.6,1,1,
1,NCA,SLV,El Salvador,2005,6072.538,"2,104.00",LM,CAmer,Trp,no,no,no,no,no,309,1,1,-23,16.541756,0.050885,295.2,-24.3,204,1,1,1559,180,32,"2,072.00",,1,1,0.256,,,1,1,,,1,1,,4.8,1,1,290.4,1,1,0,,13.8,1,1,1.3,12.6,38.6,1,1,
1,NCA,SLV,El Salvador,2010,6218.195,"2,104.00",LM,CAmer,Trp,no,no,no,no,no,287,1,1,-22,15.364026,0.046155,272,-23.2,204,1,1,1581,180,32,"2,072.00",,1,1,,,,1,1,,,1,1,,4.8,1,1,267.2,1,1,0,,15,1,1,1.2,13.6,38.6,1,1,
1,NCA,SLV,El Salvador,2015,6388.303736,"2,104.00",LM,CAmer,Trp,no,no,no,no,no,265,1,1,-22,14.186296,0.041482,248.8,-23.2,204,1,1,1603,180,32,"2,072.00",,1,1,,,,1,1,,,1,1,,4.8,1,1,244,1,1,0,,16.2,1,1,1.2,14.6,38.6,1,1,
1,NCA,SLV,El Salvador,9999,,,,CAmer,Trp,no,no,no,no,no,265,1,1,,,,,,,1,1,,,,0,,1,1,,,,1,1,,,1,1,,,1,1,,1,1,,,,1,1,,,,1,1,
